brand,model,year,mileage,engine_capacity,transmission,body_type,fuel_type,color,doors,price_usd
Volkswagen,Touareg,2012,287738,1.5,CVT,Sedan,Diesel,White,4,25144.37
Audi,Q7,2002,136659,1.6,Robot,Sedan,Electric,Red,2,39162.39
Nissan,Almera,2009,192460,4.0,Robot,Coupe,Electric,White,5,42094.05
Kia,Sportage,2004,285615,1.4,Robot,SUV,Petrol,Black,3,18645.86
Kia,Sportage,2007,68273,2.4,Manual,SUV,Diesel,Blue,3,37534.95
Mercedes,GLC,2002,20914,1.5,Robot,Hatchback,Diesel,Black,5,37182.55
Nissan,X-Trail,2023,76031,2.7,Manual,SUV,Electric,Blue,3,56400.22
BMW,X3,2023,213756,3.5,Automatic,Wagon,Petrol,Grey,5,43821.53
Volkswagen,Passat,2018,190715,2.0,CVT,SUV,Electric,Grey,4,44543.58
Ford,Focus,2015,37459,1.8,Automatic,Sedan,Diesel,Blue,2,48136.81
Audi,A6,2005,248738,1.8,Robot,Wagon,Diesel,Brown,5,27607.84
BMW,3 Series,2020,219493,4.0,Automatic,SUV,Hybrid,Grey,4,50807.37
BMW,5 Series,2007,291494,2.7,Robot,Coupe,Diesel,Silver,4,32392.05
Toyota,Camry,2004,16211,2.5,CVT,Hatchback,Diesel,Red,2,40155.75
Hyundai,Elantra,2001,18277,1.4,CVT,Coupe,Hybrid,Green,4,38501.38
Ford,Mondeo,2005,138572,3.5,Automatic,SUV,Hybrid,Blue,4,39315.61
Honda,Civic,2005,58418,2.5,Automatic,Wagon,Hybrid,Red,4,36453.29
Hyundai,Solaris,2021,14450,1.4,Robot,Coupe,Petrol,Silver,5,44758.28
Ford,Focus,2015,216453,4.0,Automatic,Wagon,Diesel,White,4,36668.39
Honda,Civic,2012,92635,3.0,CVT,Sedan,Diesel,Blue,2,41849.01
Toyota,Land Cruiser,2000,245900,4.0,CVT,Sedan,Electric,Green,4,30307.0
Honda,Accord,2003,271677,2.5,CVT,Wagon,Hybrid,Grey,5,29011.09
Toyota,Camry,2014,170525,1.2,Robot,Coupe,Hybrid,Black,4,36468.87
Honda,Civic,2010,1119,2.2,Robot,Coupe,Hybrid,White,4,50674.61
Toyota,RAV4,2015,235221,2.0,Robot,SUV,Diesel,Black,3,35744.96
Kia,Cerato,2006,132706,1.2,Automatic,SUV,Hybrid,Blue,5,30712.48
BMW,3 Series,2001,18934,5.0,Automatic,Hatchback,Electric,Silver,2,58694.97
Toyota,RAV4,2003,257091,3.0,Automatic,SUV,Diesel,Green,2,31034.46
BMW,X3,2006,292112,1.8,Robot,SUV,Electric,Brown,5,44785.27
Toyota,Camry,2001,238374,5.0,Automatic,SUV,Electric,Green,4,40948.07
Kia,Cerato,2008,65896,1.8,Robot,Sedan,Electric,Red,4,41464.52
Mercedes,GLC,2006,289703,2.2,Automatic,Hatchback,Diesel,Black,3,26452.48
Honda,Accord,2015,58308,1.5,CVT,Coupe,Electric,Green,5,47443.48
Toyota,Camry,2012,62160,3.0,CVT,Hatchback,Electric,Grey,3,49948.07
BMW,5 Series,2009,203210,1.8,Manual,Coupe,Hybrid,Red,5,33763.84
Toyota,Camry,2022,296306,1.8,CVT,Coupe,Diesel,Blue,4,45362.99
Audi,Q5,2001,148455,2.0,Automatic,Sedan,Electric,White,5,36662.98
Mercedes,GLC,2015,150372,2.2,Robot,Coupe,Petrol,Silver,3,33780.08
Kia,Sportage,2013,292472,1.6,CVT,Coupe,Hybrid,White,3,39735.26
Mercedes,C-Class,2002,267456,1.8,CVT,Hatchback,Diesel,Green,5,25606.21
Nissan,Almera,2019,276207,1.4,Manual,Coupe,Electric,Red,3,42784.6
Toyota,Corolla,2005,2420,1.0,Automatic,Coupe,Diesel,White,4,41547.12
BMW,X5,2001,227676,1.0,Robot,Hatchback,Petrol,Black,2,20442.45
Nissan,Patrol,2006,97677,4.0,Automatic,Hatchback,Petrol,Blue,3,32192.15
Volkswagen,Passat,2015,269275,2.0,Automatic,Sedan,Diesel,Black,4,30920.63
Honda,CR-V,2016,206802,3.0,Manual,SUV,Diesel,Black,2,41521.46
Mercedes,GLE,2018,237012,1.8,Manual,Hatchback,Petrol,Silver,5,42763.26
Honda,CR-V,2023,287401,5.0,Manual,Coupe,Diesel,Silver,2,52380.14
Nissan,Patrol,2011,150279,1.6,CVT,Hatchback,Hybrid,Silver,4,25785.98
Mercedes,E-Class,2009,222047,1.2,Robot,SUV,Electric,White,3,44726.93
Ford,Mondeo,2013,8577,2.4,Manual,Wagon,Petrol,Black,4,42106.21
Mercedes,E-Class,2007,190047,1.4,Robot,SUV,Electric,Brown,5,41920.57
Toyota,Land Cruiser,2023,3857,3.0,Manual,Hatchback,Electric,Brown,5,49560.67
Toyota,Land Cruiser,2022,174304,5.0,Robot,Hatchback,Hybrid,Brown,3,52259.88
Toyota,Corolla,2020,290477,4.0,Automatic,Wagon,Hybrid,White,2,42602.88
Mercedes,GLC,2007,196370,4.0,CVT,Coupe,Electric,Black,5,47687.0
Kia,Sportage,2007,152834,1.2,Manual,Wagon,Petrol,Blue,3,26434.19
Mercedes,E-Class,2001,148768,2.4,CVT,Hatchback,Electric,Brown,3,39660.56
Toyota,Corolla,2007,66533,1.5,Automatic,Wagon,Diesel,Grey,4,38187.92
Toyota,Camry,2022,212637,3.5,Robot,Sedan,Diesel,Black,3,40627.97
Kia,Sportage,2006,42425,2.2,CVT,Wagon,Electric,Brown,5,39643.45
Audi,Q7,2020,255665,1.2,Manual,SUV,Petrol,Silver,2,40409.19
Kia,Cerato,2013,207979,4.0,Automatic,Hatchback,Diesel,Grey,3,38349.68
Toyota,RAV4,2001,31188,5.0,Automatic,Sedan,Electric,White,4,52726.42
Toyota,Corolla,2016,171503,1.5,Manual,Sedan,Hybrid,White,4,38562.44
Volkswagen,Tiguan,2012,227827,1.0,Manual,Coupe,Petrol,White,4,21427.46
Audi,A4,2006,152849,5.0,Automatic,Hatchback,Hybrid,Blue,3,53662.72
Kia,Cerato,2004,82445,2.2,CVT,Wagon,Electric,Brown,5,47707.74
Kia,Sportage,2022,7304,1.2,Robot,SUV,Electric,Grey,2,53210.95
BMW,5 Series,2011,150161,4.0,Automatic,Hatchback,Diesel,Brown,2,44886.97
Hyundai,Elantra,2002,286673,2.4,Robot,Coupe,Hybrid,Red,2,29023.61
Ford,Kuga,2021,189551,3.5,Manual,Sedan,Electric,Blue,3,42373.16
Kia,Rio,2006,104992,1.5,Robot,Hatchback,Electric,Brown,2,37070.28
Ford,Kuga,2007,63056,3.5,Automatic,Hatchback,Diesel,White,5,41607.04
Kia,Rio,2000,212694,5.0,Robot,SUV,Petrol,Silver,4,34117.49
Kia,Rio,2009,262398,1.4,Manual,SUV,Diesel,Grey,5,25747.36
Honda,Civic,2009,50117,2.5,Manual,Coupe,Diesel,Green,4,49753.77
Ford,Mondeo,2004,240655,5.0,Manual,Coupe,Electric,White,2,37818.47
Audi,Q5,2015,67345,1.4,Robot,Hatchback,Diesel,Black,5,43560.68
Audi,Q5,2015,290604,1.6,Automatic,Hatchback,Electric,White,4,44102.69
Ford,Kuga,2020,111302,2.4,Robot,Hatchback,Petrol,White,5,40095.43
Volkswagen,Touareg,2011,201041,2.5,CVT,SUV,Electric,Red,4,41899.35
Kia,Rio,2017,135886,2.4,Robot,Coupe,Electric,White,2,48685.03
Kia,Cerato,2012,173808,5.0,Manual,Sedan,Electric,Brown,5,43806.98
Audi,A6,2002,165189,2.7,Manual,SUV,Diesel,White,4,32608.69
Honda,CR-V,2019,147763,1.5,CVT,Sedan,Petrol,Brown,5,31530.52
Nissan,Patrol,2009,58396,4.0,CVT,Wagon,Diesel,Black,5,44453.21
Audi,Q7,2007,202763,2.5,Manual,Wagon,Diesel,Red,4,31521.56
Audi,Q5,2007,97383,5.0,Automatic,Coupe,Petrol,Blue,3,50874.83
Nissan,Teana,2019,174115,1.4,Manual,Sedan,Hybrid,Silver,5,36942.3
Nissan,Teana,2015,209545,1.2,CVT,Coupe,Hybrid,Blue,4,38131.55
Toyota,Corolla,2010,230956,3.0,Manual,Coupe,Hybrid,White,4,36172.1
Nissan,X-Trail,2008,49421,3.5,CVT,Wagon,Diesel,Brown,5,47308.16
Mercedes,E-Class,2000,78747,1.2,Automatic,SUV,Petrol,White,5,36796.27
Volkswagen,Tiguan,2013,113307,1.0,Robot,Wagon,Electric,Grey,5,36892.1
Audi,A4,2008,254686,1.8,Manual,Sedan,Hybrid,Brown,5,31519.52
Honda,Civic,2012,14674,3.0,Robot,Hatchback,Electric,Grey,5,49308.3
Audi,A4,2008,75324,1.4,Automatic,Wagon,Petrol,White,4,43273.59
Hyundai,Tucson,2005,80908,2.4,Robot,SUV,Petrol,White,3,35179.86
Mercedes,E-Class,2011,186983,2.2,CVT,SUV,Electric,White,2,47877.69
Ford,Mondeo,2020,166759,1.8,CVT,Sedan,Hybrid,Grey,2,34858.68
Nissan,X-Trail,2009,143361,1.8,CVT,Hatchback,Diesel,White,5,32724.88
Nissan,Patrol,2013,18409,4.0,Automatic,Wagon,Diesel,Brown,2,48967.91
Audi,Q5,2012,159152,1.0,Robot,Wagon,Petrol,Red,2,32956.14
Toyota,RAV4,2012,95595,1.5,Automatic,SUV,Petrol,White,4,35697.45
Honda,Civic,2015,291162,3.0,Robot,Coupe,Diesel,Red,5,34150.32
Volkswagen,Touareg,2022,56,1.8,Manual,Coupe,Electric,Black,2,59831.55
Mercedes,C-Class,2023,73072,2.2,Robot,Sedan,Hybrid,Grey,3,49645.83
Volkswagen,Tiguan,2009,231735,4.0,Automatic,Sedan,Diesel,Red,5,35275.64
Nissan,X-Trail,2012,209611,1.4,CVT,Wagon,Diesel,Brown,2,28749.06
Audi,Q5,2009,106500,3.0,Manual,Sedan,Diesel,White,3,47394.66
BMW,5 Series,2009,261372,2.4,Robot,Coupe,Hybrid,Blue,5,35766.04
Hyundai,Elantra,2023,246709,5.0,CVT,Sedan,Electric,Silver,3,42929.06
Nissan,X-Trail,2008,201943,2.7,Robot,Hatchback,Petrol,Green,3,26938.5
Volkswagen,Golf,2001,217129,1.5,CVT,Hatchback,Hybrid,Red,5,25160.07
Volkswagen,Passat,2020,24698,3.5,Automatic,Sedan,Diesel,Black,2,53845.96
Toyota,Camry,2004,97012,1.8,CVT,Coupe,Petrol,Grey,4,28291.81
Mercedes,GLE,2010,282455,2.2,CVT,Sedan,Hybrid,White,2,46544.07
Toyota,RAV4,2018,66024,5.0,Manual,Hatchback,Hybrid,Green,4,50152.79
Hyundai,Elantra,2001,43026,4.0,Robot,SUV,Petrol,Brown,2,39445.29
Hyundai,Tucson,2019,15684,1.4,Robot,Sedan,Petrol,Black,2,46276.61
BMW,X3,2013,121840,2.0,Manual,Coupe,Hybrid,White,3,45541.94
Honda,Civic,2000,89059,1.2,Robot,Wagon,Petrol,White,2,25179.69
Audi,A6,2002,227926,2.5,Manual,Wagon,Electric,White,2,34317.28
Mercedes,GLE,2021,101272,2.4,Automatic,Wagon,Hybrid,Grey,2,58457.23
BMW,3 Series,2015,48392,1.0,CVT,Sedan,Electric,Black,5,49079.49
Hyundai,Elantra,2023,272018,2.0,Manual,Sedan,Electric,Green,4,32130.31
Audi,Q7,2000,173418,5.0,Manual,SUV,Hybrid,Silver,3,38128.78
Honda,Civic,2022,292278,2.4,Manual,Coupe,Hybrid,Brown,3,44479.62
BMW,3 Series,2022,8583,2.5,Manual,Coupe,Diesel,White,3,76558.41
Hyundai,Elantra,2010,169645,4.0,CVT,Coupe,Petrol,Brown,5,32311.67
Ford,Focus,2019,168939,2.4,CVT,Hatchback,Hybrid,Silver,3,36719.47
Audi,Q5,2022,173403,2.0,Manual,Hatchback,Diesel,Red,4,44900.08
Hyundai,Solaris,2001,140216,2.7,Robot,Wagon,Diesel,Brown,3,31281.5
Ford,Focus,2013,69177,2.2,Manual,Hatchback,Diesel,Grey,4,43360.7
Mercedes,GLE,2019,207733,2.0,Manual,Coupe,Diesel,Red,5,45640.57
Ford,Kuga,2019,172775,3.5,Automatic,SUV,Petrol,Brown,2,39736.07
Mercedes,C-Class,2002,113585,2.2,Automatic,Wagon,Petrol,Brown,3,35591.49
Audi,Q7,2003,85184,3.5,Automatic,Wagon,Electric,Silver,3,49164.27
Honda,CR-V,2012,264016,1.0,Automatic,Coupe,Electric,Green,4,33435.87
Kia,Cerato,2019,132446,1.4,Robot,SUV,Petrol,Grey,4,36111.86
Audi,Q7,2015,25259,3.5,Robot,Sedan,Electric,White,2,60374.1
Audi,A4,2023,231602,2.4,Manual,SUV,Electric,Silver,3,63229.75
Honda,Civic,2018,155801,1.0,Manual,SUV,Hybrid,Black,4,35252.13
Honda,Accord,2005,137702,1.8,CVT,Sedan,Electric,Red,5,29022.16
Mercedes,C-Class,2006,199953,2.5,Robot,Sedan,Hybrid,Silver,4,42127.76
Toyota,RAV4,2020,289095,2.0,Manual,Hatchback,Electric,Grey,5,43379.97
Honda,Accord,2007,175205,1.5,Manual,Coupe,Petrol,White,2,24884.28
Kia,Sorento,2023,232463,3.0,Automatic,SUV,Diesel,Brown,5,43216.66
Hyundai,Elantra,2020,164727,1.0,Robot,Sedan,Petrol,Silver,3,36729.67
Volkswagen,Passat,2020,216988,3.5,Automatic,Coupe,Diesel,Black,5,44366.2
Mercedes,C-Class,2003,215928,1.0,CVT,Wagon,Diesel,Brown,3,26295.34
Volkswagen,Touareg,2005,52195,2.4,Robot,SUV,Diesel,White,3,41271.42
Audi,A4,2002,243083,3.0,Robot,Coupe,Hybrid,Grey,4,35015.78
Nissan,Almera,2000,66798,2.2,CVT,Coupe,Petrol,Green,2,36243.33
Kia,Rio,2002,284380,3.0,CVT,Wagon,Petrol,Blue,5,20938.75
Kia,Sportage,2017,98631,2.4,CVT,Coupe,Hybrid,White,3,42064.38
Kia,Sorento,2020,208343,2.7,CVT,Coupe,Diesel,Blue,4,44118.78
Kia,Sportage,2004,56284,1.8,Robot,Wagon,Hybrid,White,5,35167.74
Mercedes,C-Class,2011,79244,1.2,Robot,SUV,Electric,Blue,2,51890.82
Ford,Focus,2021,297521,2.0,Automatic,SUV,Electric,Green,5,45088.94
Kia,Sorento,2003,279888,2.7,CVT,Hatchback,Hybrid,Green,3,25586.37
Volkswagen,Golf,2011,189674,1.6,Automatic,Coupe,Petrol,Brown,2,29042.07
Hyundai,Santa Fe,2001,143239,1.2,Manual,Coupe,Diesel,Blue,3,20131.54
Volkswagen,Tiguan,2010,251818,1.4,Manual,SUV,Hybrid,Silver,3,34317.52
Honda,Accord,2000,104012,1.4,CVT,Coupe,Diesel,Silver,5,23414.0
Toyota,Corolla,2020,259495,1.6,Robot,Hatchback,Hybrid,White,5,42850.94
Mercedes,GLC,2005,73836,5.0,Manual,Hatchback,Diesel,Black,3,50043.37
Audi,A6,2003,113398,1.2,CVT,Hatchback,Petrol,Silver,2,29404.45
Hyundai,Solaris,2019,140605,2.4,Manual,Wagon,Hybrid,Black,2,39335.83
Volkswagen,Tiguan,2004,15213,3.0,Manual,Coupe,Petrol,White,5,44464.02
Honda,Civic,2020,271344,1.8,Robot,Sedan,Hybrid,White,4,32552.02
Ford,Kuga,2001,145522,1.2,Automatic,Coupe,Petrol,Brown,5,20798.28
Kia,Sportage,2023,254568,3.5,Automatic,Coupe,Petrol,Silver,5,46402.61
Volkswagen,Tiguan,2000,120359,2.5,CVT,Coupe,Hybrid,Blue,3,34049.01
BMW,3 Series,2012,156408,3.5,Manual,Coupe,Electric,Blue,4,48347.02
Mercedes,C-Class,2008,127852,2.4,Manual,Coupe,Diesel,Silver,2,38337.08
Ford,Focus,2003,66473,5.0,Robot,Wagon,Petrol,Silver,4,41291.34
Nissan,X-Trail,2000,77774,2.7,Manual,Wagon,Electric,White,3,37420.96
Audi,A6,2021,67762,1.6,CVT,SUV,Diesel,Black,2,57543.41
Audi,A4,2015,226709,1.4,Robot,Sedan,Hybrid,Grey,5,40995.73
Toyota,Land Cruiser,2018,203679,1.4,Manual,SUV,Electric,Silver,5,48398.02
Mercedes,E-Class,2003,40794,3.0,Manual,Wagon,Electric,Brown,2,50444.67
Volkswagen,Touareg,2005,77093,2.4,Manual,Hatchback,Diesel,Blue,5,35311.8
Hyundai,Santa Fe,2014,202898,3.5,Manual,Hatchback,Electric,Grey,2,43854.84
Ford,Kuga,2000,38865,2.7,Robot,Sedan,Diesel,Black,5,37120.27
Kia,Sorento,2010,90254,1.4,CVT,Coupe,Petrol,Blue,5,29423.92
Mercedes,C-Class,2022,242045,2.2,Automatic,Coupe,Electric,Silver,4,52269.28
Hyundai,Tucson,2020,4554,1.2,Automatic,Hatchback,Electric,Grey,5,55343.67
BMW,3 Series,2015,173908,1.2,Manual,Wagon,Petrol,White,3,35693.88
Kia,Rio,2017,24204,1.8,Manual,Wagon,Diesel,Green,4,44879.15
Mercedes,C-Class,2003,3794,2.0,CVT,Coupe,Hybrid,Black,2,50274.53
BMW,5 Series,2001,11036,1.2,Manual,Coupe,Petrol,Brown,5,42486.56
Honda,Civic,2003,252989,1.8,Automatic,Coupe,Diesel,Brown,3,22520.06
Honda,CR-V,2006,164451,3.5,CVT,Wagon,Petrol,Green,2,30764.41
Kia,Rio,2003,3372,1.6,Manual,Hatchback,Hybrid,Grey,5,37747.33
Mercedes,GLC,2009,60117,3.5,Automatic,Wagon,Petrol,White,3,46696.83
Mercedes,GLC,2019,177952,2.4,Robot,SUV,Hybrid,Green,2,49285.52
Nissan,Almera,2023,40770,4.0,CVT,Sedan,Diesel,Red,2,45165.29
Mercedes,GLE,2022,177589,3.0,CVT,SUV,Electric,Brown,3,56196.98
Honda,CR-V,2000,212151,3.0,Manual,Hatchback,Electric,White,2,21665.24
Hyundai,Solaris,2014,18982,1.4,Manual,Hatchback,Hybrid,Red,3,38641.74
Volkswagen,Tiguan,2000,142432,1.4,Robot,Hatchback,Petrol,Green,4,19715.04
Audi,Q7,2008,15151,2.7,CVT,Coupe,Electric,Brown,2,57620.45
Hyundai,Elantra,2006,295120,2.2,Manual,Wagon,Diesel,Blue,4,25609.06
Kia,Sportage,2012,155916,2.4,Automatic,Coupe,Hybrid,Black,2,34932.01
Ford,Focus,2003,90037,2.7,Automatic,Wagon,Electric,Silver,5,35851.95
BMW,X5,2014,115855,3.5,CVT,SUV,Hybrid,Grey,5,58289.57
Kia,Rio,2011,181026,3.0,Manual,Coupe,Diesel,Green,3,34658.6
Audi,Q7,2016,169808,3.0,CVT,SUV,Hybrid,Black,4,46655.91
Audi,A6,2020,255604,1.5,CVT,Hatchback,Diesel,Brown,3,45778.78
Ford,Focus,2011,84482,1.0,Manual,Hatchback,Hybrid,Silver,2,42084.96
Volkswagen,Tiguan,2013,83391,2.5,CVT,Coupe,Diesel,Silver,5,48744.92
Nissan,Patrol,2009,199143,2.7,Automatic,Hatchback,Electric,Grey,5,34603.35
Honda,Civic,2007,82946,1.2,CVT,Sedan,Hybrid,Brown,5,37907.32
BMW,X5,2003,30956,3.5,CVT,SUV,Electric,Green,5,59247.2
BMW,5 Series,2019,251914,1.0,Robot,Sedan,Electric,Black,2,47332.36
Audi,A4,2001,145227,2.7,CVT,Sedan,Hybrid,Red,4,34415.53
Ford,Mondeo,2010,81855,2.0,Manual,Coupe,Petrol,White,3,35342.23
BMW,X3,2020,229014,5.0,Robot,SUV,Hybrid,Silver,5,61026.34
Volkswagen,Passat,2006,289918,3.5,Robot,Wagon,Hybrid,Brown,4,31236.21
Volkswagen,Touareg,2020,279449,1.4,CVT,SUV,Hybrid,Grey,2,47753.76
Kia,Sportage,2021,83394,1.0,CVT,Hatchback,Diesel,Silver,2,42279.52
Audi,A6,2009,217780,2.0,Manual,Coupe,Diesel,Silver,4,40377.74
Honda,Civic,2005,289192,1.4,Manual,Sedan,Diesel,Red,2,23681.53
Mercedes,GLE,2021,14287,1.8,CVT,Coupe,Petrol,Black,3,58163.14
Mercedes,GLC,2019,155091,3.0,Manual,Sedan,Hybrid,Green,4,62562.04
BMW,3 Series,2009,16683,1.0,Automatic,SUV,Diesel,Grey,5,44921.68
Kia,Cerato,2011,182097,2.0,CVT,Coupe,Hybrid,White,3,39382.46
Toyota,Camry,2021,66064,1.8,Manual,Coupe,Petrol,Red,2,48941.97
Toyota,RAV4,2016,43322,1.0,CVT,Coupe,Electric,Grey,4,55007.49
Hyundai,Tucson,2007,177652,5.0,Robot,Hatchback,Hybrid,Blue,4,35055.14
Kia,Rio,2010,132777,4.0,Robot,SUV,Electric,Brown,2,45245.76
Mercedes,E-Class,2011,29402,2.2,Manual,Wagon,Petrol,Red,3,45585.36
Mercedes,GLE,2017,158456,1.2,Automatic,Coupe,Diesel,Grey,5,46512.02
Nissan,X-Trail,2023,278659,2.0,CVT,SUV,Petrol,Black,3,34594.95
Audi,A4,2006,129471,1.5,Automatic,SUV,Diesel,White,5,35392.58
Kia,Cerato,2011,208623,1.0,Robot,Sedan,Electric,Grey,4,30616.22
Mercedes,E-Class,2022,28557,2.4,Manual,Hatchback,Petrol,Green,3,61243.92
BMW,3 Series,2020,228917,1.0,Robot,Sedan,Petrol,Red,5,39124.85
Ford,Mondeo,2014,58151,2.7,Robot,Coupe,Hybrid,Blue,4,52744.58
BMW,3 Series,2011,191644,1.6,Robot,Wagon,Hybrid,Brown,5,39059.94
Ford,Focus,2009,183950,1.5,Manual,SUV,Diesel,Blue,4,24964.6
Honda,Accord,2008,274727,2.2,Automatic,Wagon,Electric,Silver,2,31280.15
Hyundai,Tucson,2007,182966,1.2,CVT,Sedan,Diesel,Grey,4,22774.72
Ford,Kuga,2022,211501,3.5,Automatic,Hatchback,Electric,Brown,3,46437.54
Honda,Civic,2013,251061,2.4,Automatic,Hatchback,Diesel,Black,3,30058.85
Ford,Focus,2000,100131,5.0,Robot,Hatchback,Hybrid,Grey,4,26408.44
Ford,Mondeo,2011,11218,3.5,Automatic,Coupe,Petrol,White,2,49734.13
Volkswagen,Golf,2006,3321,4.0,Automatic,Sedan,Diesel,Silver,3,44529.56
Volkswagen,Golf,2018,252985,3.5,CVT,SUV,Hybrid,Green,3,47823.86
Volkswagen,Tiguan,2012,72928,2.0,Automatic,SUV,Petrol,Blue,2,40166.74
Ford,Focus,2015,178703,3.0,Automatic,SUV,Petrol,Green,4,40013.91
Mercedes,GLC,2001,135938,4.0,Automatic,Sedan,Electric,Red,2,46859.2
Volkswagen,Touareg,2018,24104,1.5,CVT,Wagon,Hybrid,Red,3,53072.22
Hyundai,Tucson,2012,141916,5.0,Robot,Hatchback,Electric,White,4,47958.99
Ford,Mondeo,2017,281609,5.0,Manual,SUV,Electric,Silver,5,46344.68
Volkswagen,Tiguan,2014,9764,3.5,Automatic,SUV,Electric,Blue,5,64233.38
Mercedes,C-Class,2002,26710,3.0,CVT,SUV,Hybrid,White,5,53246.73
BMW,X5,2005,5521,3.0,Robot,SUV,Electric,Brown,4,62459.62
Honda,CR-V,2004,48296,3.5,Manual,Hatchback,Hybrid,Blue,4,40645.13
Honda,CR-V,2014,285409,3.5,Manual,Coupe,Hybrid,Grey,2,36910.22
Mercedes,GLE,2010,229709,2.2,Manual,Hatchback,Diesel,Silver,2,35491.13
Hyundai,Santa Fe,2003,155244,3.5,CVT,SUV,Petrol,Grey,5,30693.48
Toyota,Camry,2003,127510,4.0,Manual,Hatchback,Diesel,Brown,3,31807.27
Honda,CR-V,2015,236675,1.0,Automatic,Wagon,Electric,Black,5,43467.9
BMW,3 Series,2003,232723,1.6,CVT,Sedan,Electric,Red,3,33947.23
Mercedes,E-Class,2007,178124,2.0,Robot,Wagon,Petrol,Black,2,34903.37
Toyota,Corolla,2023,283689,3.5,Manual,SUV,Hybrid,Grey,5,51701.31
Toyota,Camry,2011,290580,4.0,Manual,Coupe,Hybrid,Blue,4,44278.58
Honda,Accord,2017,226556,1.5,Manual,Coupe,Petrol,Silver,3,32447.33
Audi,Q7,2007,275013,3.0,Robot,SUV,Petrol,Black,5,33592.3
Volkswagen,Touareg,2002,137958,2.0,Robot,Hatchback,Electric,Green,4,25003.13
Nissan,X-Trail,2015,76489,3.0,Manual,Coupe,Electric,Green,3,45899.18
BMW,X5,2018,22129,4.0,Automatic,Coupe,Petrol,Grey,2,64530.37
Ford,Focus,2012,108906,1.4,Manual,Hatchback,Petrol,Black,5,33658.01
Audi,A4,2019,96875,1.5,Robot,Wagon,Hybrid,Green,5,53449.91
Volkswagen,Touareg,2015,74648,3.0,Robot,SUV,Diesel,Grey,3,49977.38
Honda,Civic,2013,189219,3.0,CVT,Coupe,Hybrid,Brown,4,32834.02
Honda,Accord,2020,193833,5.0,Manual,Wagon,Hybrid,Brown,3,42168.07
Honda,Civic,2016,97585,5.0,Manual,Sedan,Petrol,Grey,3,44468.2
BMW,X5,2002,28401,1.6,Robot,SUV,Petrol,Silver,5,31818.71
Audi,Q7,2012,113765,1.2,Manual,Wagon,Hybrid,White,4,38223.94
Toyota,Land Cruiser,2009,79870,5.0,Manual,SUV,Electric,Green,2,56116.73
Nissan,X-Trail,2016,96682,1.2,Robot,SUV,Hybrid,Blue,4,45993.33
Kia,Cerato,2010,192848,1.0,Automatic,SUV,Hybrid,Brown,4,29372.27
Kia,Sorento,2003,193320,1.0,Automatic,Sedan,Diesel,Grey,3,17347.16
Volkswagen,Golf,2015,113610,1.5,Robot,Coupe,Electric,Red,5,50031.83
Ford,Kuga,2010,223289,1.0,Automatic,Hatchback,Electric,Blue,5,32427.75
Audi,A6,2016,166343,1.4,Manual,SUV,Diesel,Black,4,44915.37
Volkswagen,Golf,2006,261290,1.4,Manual,Hatchback,Electric,Silver,4,29806.82
Volkswagen,Tiguan,2004,127083,2.0,CVT,Wagon,Hybrid,Silver,3,33293.03
Volkswagen,Touareg,2007,196892,5.0,Automatic,Hatchback,Hybrid,Silver,5,33998.01
Volkswagen,Touareg,2008,55881,3.5,Automatic,Sedan,Electric,Grey,2,43671.84
Honda,CR-V,2000,169091,3.0,Automatic,Wagon,Hybrid,Brown,3,30219.46
Mercedes,E-Class,2022,253686,5.0,Robot,Wagon,Petrol,Red,5,54101.4
BMW,3 Series,2023,201818,2.0,Automatic,Sedan,Diesel,Black,5,45465.4
Kia,Sorento,2006,229179,2.5,Manual,Hatchback,Hybrid,Green,2,29733.78
Ford,Focus,2008,150856,1.5,CVT,Sedan,Petrol,Green,5,29147.96
BMW,X3,2021,102126,1.4,Manual,Coupe,Hybrid,Blue,2,59915.56
Honda,CR-V,2010,7139,1.8,CVT,Sedan,Electric,Brown,5,43917.82
Ford,Kuga,2021,279086,3.5,Manual,Hatchback,Hybrid,Green,4,35776.63
Ford,Kuga,2020,81292,2.0,Manual,SUV,Hybrid,Black,2,53863.63
Hyundai,Solaris,2006,224673,2.0,CVT,Sedan,Diesel,Grey,4,25804.41
Ford,Mondeo,2012,42154,2.4,Automatic,Coupe,Diesel,Blue,2,40750.94
Nissan,X-Trail,2023,77481,1.8,Robot,Hatchback,Hybrid,Brown,3,43844.32
Hyundai,Elantra,2009,49645,1.5,CVT,Coupe,Diesel,Green,2,40057.82
Kia,Rio,2014,84300,1.0,Robot,Sedan,Petrol,Brown,5,33449.87
Mercedes,E-Class,2006,154256,2.0,Automatic,Coupe,Petrol,Brown,3,33290.09
BMW,3 Series,2007,183535,2.2,Automatic,Coupe,Hybrid,Brown,3,48699.58
Hyundai,Santa Fe,2001,247881,1.6,CVT,Coupe,Electric,Green,2,28080.64
Honda,CR-V,2013,32456,3.0,Manual,Coupe,Hybrid,Black,4,47109.15
Ford,Kuga,2020,260360,1.2,Robot,Hatchback,Electric,Grey,4,36257.86
BMW,X5,2003,153010,2.7,Robot,Wagon,Diesel,Black,2,37580.49
Audi,A4,2016,122359,1.8,Automatic,Wagon,Diesel,White,5,42894.99
Audi,Q7,2017,112848,1.4,Robot,Sedan,Electric,White,4,55938.53
